ID,Area,Priority,Package Weight (kg)
6032,Madinaty,5,8.1
6033,Heliopolis,2,7.2
6034,Manial,5,8.9
6035,Dokki,5,4.4
6036,Zamalek,2,1.8
6037,Garden City,5,0.6
6038,Sheikh Zayed,4,4.7
6039,Mohandessin,4,7.2
6040,Giza,2,7.1
6041,5th Settlement,5,5.8
6042,Downtown,1,2.5
6043,Heliopolis,2,8.1
6044,Shubra,1,8.0
6045,Dokki,1,5.5
6046,New Cairo,5,8.8
6047,Rehab,5,4.9
6048,Agouza,4,5.1
6049,Mohandessin,3,3.6
6050,Helwan,2,6.7
6051,5th Settlement,4,2.4
6052,Maadi,2,9.3
6053,6th of October,2,0.3
6054,Zamalek,5,9.2
6055,Agouza,3,8.6
6056,Zamalek,3,1.2
6057,Dokki,2,8.4
6058,Agouza,1,8.7
6059,Downtown,5,0.3
6060,Agouza,3,1.8
6061,Zamalek,3,6.7
6062,New Cairo,5,2.1
6063,Manial,2,2.0
6064,Agouza,4,9.1
6065,Zamalek,2,9.9
6066,Madinaty,1,6.9
6067,Heliopolis,2,6.1
6068,Downtown,2,4.0
6069,Dokki,1,1.2
6070,Rehab,4,8.7
6071,Downtown,1,4.7
6072,Zamalek,1,1.2
6073,Shubra,1,1.2
6074,Dokki,1,1.4
6075,Maadi,4,1.3
6076,Giza,5,1.4
6077,Garden City,2,7.6
6078,Mohandessin,1,9.3
6079,Mohandessin,4,3.0
6080,Mohandessin,5,3.9
6081,Dokki,4,0.2
6082,6th of October,5,6.5
6083,6th of October,2,1.1
6084,6th of October,1,1.1
6085,Shubra,5,7.9
6086,Giza,1,1.5
6087,Giza,2,5.8
6088,6th of October,4,1.6
6089,Agouza,2,1.4
6090,Helwan,3,7.0
6091,Zamalek,1,7.2
6092,Mohandessin,5,8.1
6093,Downtown,5,6.0
6094,Nasr City,1,5.0
6095,Rehab,1,2.4
6096,Mohandessin,4,1.5
6097,5th Settlement,3,9.4
6098,Shubra,3,5.4
6099,Downtown,2,7.6
6100,New Cairo,1,8.5
6101,Downtown,1,8.9
6102,Madinaty,1,1.5
6103,Helwan,5,4.3
6104,Garden City,5,1.7
6105,Maadi,2,5.0
6106,Maadi,4,6.0
6107,Zamalek,4,7.2
6108,Agouza,1,4.3
6109,Downtown,2,4.2
6110,Sheikh Zayed,1,8.6
6111,New Cairo,2,3.5
6112,Nasr City,2,8.3
6113,6th of October,1,7.0
6114,Heliopolis,1,2.6
6115,Shubra,4,6.2
6116,Rehab,3,5.7
6117,6th of October,5,4.3
6118,Rehab,5,0.7
6119,Helwan,3,6.8
6120,Dokki,2,2.9
6121,Heliopolis,2,2.6
6122,New Cairo,4,8.4
6123,Heliopolis,1,4.4
6124,Heliopolis,5,5.6
6125,Mohandessin,1,1.3
6126,Ain Shams,5,8.1
6127,Rehab,4,2.4
6128,Zamalek,4,2.8
6129,Sheikh Zayed,1,1.7
6130,Sheikh Zayed,1,5.5
6131,Helwan,4,8.1
6132,Agouza,1,1.2
6133,Heliopolis,3,8.7
6134,Rehab,1,7.1
6135,Maadi,4,2.0
6136,Garden City,1,4.6
6137,Garden City,3,4.7
6138,Maadi,3,0.9
6139,Sheikh Zayed,3,3.7
6140,Mohandessin,4,5.0
6141,Mohandessin,1,1.8
6142,Ain Shams,2,0.3
6143,Sheikh Zayed,3,3.6
6144,Ain Shams,5,4.5
6145,Nasr City,2,2.6
6146,Nasr City,3,1.3
6147,Mohandessin,5,2.1
6148,Rehab,3,4.1
6149,Shubra,4,8.4
6150,Zamalek,3,8.2
6151,Sheikh Zayed,2,5.9
6152,Madinaty,1,8.3
6153,New Cairo,4,0.4
6154,Heliopolis,3,4.2
6155,Agouza,1,9.7
6156,Heliopolis,1,7.6
6157,Madinaty,4,4.5
6158,New Cairo,1,1.3
6159,New Cairo,5,0.3
6160,5th Settlement,1,2.4
6161,Agouza,3,8.2
6162,Giza,2,5.8
6163,Zamalek,3,6.7
6164,Maadi,3,7.9
6165,Sheikh Zayed,1,6.1
6166,6th of October,5,8.1
6167,Shubra,5,8.2
6168,Madinaty,2,5.3
6169,Mohandessin,4,6.5
6170,Heliopolis,4,5.9
6171,5th Settlement,3,3.9
6172,Shubra,1,1.1
6173,Madinaty,3,1.6
6174,Madinaty,4,9.5
6175,Garden City,2,5.8
6176,Giza,4,8.3
6177,Sheikh Zayed,5,1.9
6178,Agouza,5,6.0
6179,Manial,4,9.1
6180,Zamalek,3,8.1
6181,Ain Shams,2,1.7
6182,Rehab,1,0.4
6183,5th Settlement,2,5.2
6184,Ain Shams,1,1.1
6185,Nasr City,3,8.4
6186,5th Settlement,1,1.0
6187,Manial,5,2.4
6188,Sheikh Zayed,5,5.2
6189,Downtown,1,4.5
6190,Rehab,1,0.9
6191,5th Settlement,5,7.3
6192,6th of October,5,6.3
6193,Zamalek,5,0.4
6194,New Cairo,3,9.3
6195,Dokki,1,5.4
6196,Helwan,5,4.6
6197,Garden City,5,5.2
6198,Sheikh Zayed,3,9.8
6199,Nasr City,5,4.4
6200,Nasr City,3,1.8
6201,Ain Shams,4,5.4
6202,Zamalek,2,3.3
6203,Shubra,5,8.4
6204,Manial,4,0.9
6205,Zamalek,2,1.0
6206,Madinaty,5,5.2
6207,Dokki,5,2.8
6208,5th Settlement,5,6.7
6209,Shubra,5,1.6
6210,Madinaty,1,9.4
6211,Agouza,3,2.7
6212,Heliopolis,3,2.4
6213,Zamalek,5,9.1
6214,Helwan,4,4.3
6215,5th Settlement,2,0.5
6216,6th of October,5,1.9
6217,Giza,4,5.6
6218,Rehab,5,3.6
6219,Shubra,2,8.0
6220,Maadi,5,3.0
6221,6th of October,5,9.3
6222,5th Settlement,2,3.8
6223,Manial,4,7.2
6224,Rehab,5,0.4
6225,Zamalek,4,3.2
6226,5th Settlement,3,0.2
6227,Downtown,2,1.1
6228,Helwan,5,9.8
6229,Ain Shams,3,7.6
6230,Downtown,1,5.5
6231,Agouza,2,5.1
6232,Shubra,5,2.7
6233,Garden City,5,7.0
6234,Ain Shams,2,0.5
6235,Shubra,4,9.9
6236,Sheikh Zayed,4,1.6
6237,Zamalek,4,6.1
6238,Zamalek,1,0.3
6239,Mohandessin,1,3.1
6240,Garden City,3,5.9
6241,Manial,2,6.6
6242,Mohandessin,4,10.0
6243,Mohandessin,4,1.2
6244,Nasr City,3,7.2
6245,Garden City,1,1.9
6246,Giza,5,9.2
6247,Shubra,3,5.2
6248,Nasr City,2,7.8
6249,New Cairo,3,3.7
6250,New Cairo,1,5.0
6251,Ain Shams,3,6.2
6252,Mohandessin,3,6.5
6253,Agouza,4,2.8
6254,Zamalek,4,4.1
6255,Madinaty,1,7.6
6256,Downtown,3,7.7
6257,Agouza,5,6.0
6258,5th Settlement,5,6.3
6259,Nasr City,4,9.6
6260,5th Settlement,2,4.7
6261,Zamalek,4,1.1
6262,Sheikh Zayed,1,2.8
6263,Giza,5,7.9
6264,Shubra,4,1.9
6265,5th Settlement,4,9.5
6266,5th Settlement,5,6.2
6267,Garden City,5,8.1
6268,Manial,5,4.0
6269,Sheikh Zayed,4,4.5
6270,Zamalek,3,5.7
6271,New Cairo,3,3.5
6272,Maadi,1,8.1
6273,Downtown,5,1.3
6274,Maadi,4,6.8
6275,Garden City,4,9.9
6276,Maadi,3,8.9
6277,Madinaty,1,1.2
6278,Maadi,2,4.3
6279,5th Settlement,5,8.3
6280,Mohandessin,4,8.1
6281,Ain Shams,2,3.2
6282,Agouza,3,1.1
6283,Manial,1,3.3
6284,Nasr City,1,3.9
6285,Agouza,3,0.3
6286,6th of October,5,8.1
6287,New Cairo,2,9.7
6288,Shubra,4,0.6
6289,New Cairo,5,6.9
6290,Ain Shams,4,6.2
6291,Giza,4,4.2
6292,Nasr City,3,2.7
6293,Helwan,4,3.2
6294,Giza,5,7.6
6295,Agouza,4,8.9
6296,6th of October,3,7.8
6297,Mohandessin,5,9.7
6298,Nasr City,4,8.1
6299,Helwan,3,1.4
6300,Shubra,2,8.0
6301,Dokki,4,8.6
6302,6th of October,1,3.4
6303,Giza,5,1.2
6304,Garden City,1,6.1
6305,Ain Shams,2,0.2
6306,Heliopolis,2,8.6
6307,Dokki,4,1.6
6308,Madinaty,4,4.3
6309,Downtown,3,3.2
6310,Shubra,1,6.2
6311,Dokki,3,1.1
6312,Heliopolis,1,7.1
6313,Sheikh Zayed,3,3.8
6314,Sheikh Zayed,4,5.4
6315,Nasr City,5,9.9
6316,Madinaty,5,0.2
6317,Shubra,4,5.2
6318,5th Settlement,2,7.1
6319,Zamalek,2,2.0
6320,Helwan,4,5.8
6321,Nasr City,3,9.3
6322,Ain Shams,3,4.5
6323,Ain Shams,1,8.5
6324,Heliopolis,2,1.6
6325,Sheikh Zayed,3,0.6
6326,Madinaty,3,2.4
6327,Helwan,5,2.4
6328,5th Settlement,1,7.3
6329,Helwan,2,4.7
6330,New Cairo,5,3.7
6331,Downtown,1,1.8
6332,Garden City,5,6.8
6333,New Cairo,3,3.3
6334,New Cairo,1,8.0
6335,Ain Shams,3,0.4
6336,Helwan,3,3.1
6337,Giza,2,6.6
6338,Zamalek,1,8.7
6339,Mohandessin,2,1.5
6340,Rehab,3,9.4
6341,Manial,4,7.7
6342,Manial,1,6.9
6343,Shubra,2,4.6
6344,6th of October,2,2.5
6345,Nasr City,2,4.9
6346,5th Settlement,5,8.7
6347,Dokki,1,3.9
6348,Helwan,1,9.0
6349,Maadi,1,6.6
6350,Shubra,2,6.1
6351,New Cairo,3,8.3
6352,Mohandessin,1,7.2
6353,Garden City,3,3.9
6354,Sheikh Zayed,2,7.2
6355,Garden City,3,2.7
6356,6th of October,1,8.5
6357,Heliopolis,5,0.5
6358,Shubra,4,0.8
6359,6th of October,5,4.8
6360,Ain Shams,3,9.1
6361,New Cairo,3,9.9
6362,Helwan,3,2.6
6363,Maadi,5,2.7
6364,5th Settlement,3,2.2
6365,Madinaty,5,6.9
6366,Rehab,5,6.2
6367,Giza,2,1.2
6368,Heliopolis,2,6.5
6369,Sheikh Zayed,5,5.4
6370,5th Settlement,4,6.6
6371,Agouza,5,8.1
6372,Agouza,5,4.3
6373,Downtown,5,5.2
6374,Giza,4,0.7
6375,Downtown,4,5.8
6376,Rehab,2,1.1
6377,Garden City,1,2.6
6378,Manial,5,8.1
6379,Shubra,3,7.5
6380,Downtown,2,1.8
6381,Garden City,5,8.3
6382,Sheikh Zayed,2,4.6
6383,Heliopolis,2,2.5
6384,5th Settlement,4,9.8
6385,Dokki,5,0.4
6386,Dokki,5,2.2
6387,Maadi,5,8.7
6388,Mohandessin,2,5.6
6389,Maadi,1,1.5
6390,Garden City,2,0.2
6391,Nasr City,1,8.9
6392,Shubra,4,6.9
6393,Heliopolis,1,4.4
6394,Sheikh Zayed,5,9.1
6395,5th Settlement,4,6.7
6396,Heliopolis,1,7.2
6397,6th of October,2,5.5
6398,Zamalek,3,3.8
6399,Garden City,5,0.7
6400,Giza,2,3.0
6401,Zamalek,5,6.4
6402,Maadi,4,5.2
6403,5th Settlement,2,2.8
6404,6th of October,4,2.0
6405,Agouza,3,8.7
6406,Heliopolis,1,8.3
6407,Nasr City,4,0.1
6408,Shubra,2,8.4
6409,New Cairo,3,0.1
6410,Agouza,4,9.5
6411,Zamalek,3,4.4
6412,Maadi,4,0.3
6413,Shubra,4,4.4
6414,Zamalek,1,2.8
6415,Shubra,3,9.1
6416,Zamalek,1,3.1
6417,Garden City,3,7.1
6418,Rehab,5,0.1
6419,Shubra,5,3.3
6420,Agouza,3,8.2
6421,Madinaty,1,7.7
6422,Nasr City,3,5.3
6423,Mohandessin,4,7.8
6424,Mohandessin,3,4.3
6425,Shubra,5,5.6
6426,Agouza,5,7.3
6427,Shubra,5,4.1
6428,Nasr City,5,4.6
6429,Ain Shams,5,2.4
6430,Agouza,1,5.6
6431,Madinaty,5,4.8
6432,Nasr City,3,0.8
6433,Ain Shams,2,8.0
6434,Zamalek,5,3.7
6435,Shubra,1,4.6
6436,Garden City,2,7.0
6437,Zamalek,2,0.3
6438,Helwan,4,4.4
6439,Sheikh Zayed,5,8.5
6440,Dokki,4,5.6
6441,Zamalek,5,0.2
6442,Agouza,3,8.6
6443,Zamalek,4,9.4
6444,Sheikh Zayed,3,3.7
6445,Heliopolis,4,9.7
6446,6th of October,1,4.9
6447,Downtown,4,6.7
6448,Manial,2,3.0
6449,Heliopolis,5,7.9
6450,5th Settlement,2,6.8
6451,Manial,5,2.9
6452,Downtown,4,4.1
6453,Dokki,2,2.7
6454,Madinaty,3,6.1
6455,Zamalek,4,5.2
6456,New Cairo,3,0.6
6457,Downtown,1,2.7
6458,Helwan,3,8.3
6459,Maadi,3,3.8
6460,Sheikh Zayed,2,4.4
6461,Agouza,2,0.1
6462,Helwan,4,1.4
6463,Agouza,1,8.3
6464,Maadi,1,9.4
6465,Garden City,3,6.4
6466,Maadi,4,4.2
6467,Downtown,3,1.8
6468,Madinaty,2,8.5
6469,5th Settlement,5,5.1
6470,New Cairo,1,3.3
6471,Madinaty,5,0.7
6472,Sheikh Zayed,2,6.6
6473,New Cairo,4,1.7
6474,Downtown,4,2.5
6475,5th Settlement,3,0.8
6476,Zamalek,1,0.2
6477,5th Settlement,1,7.9
6478,Agouza,3,1.0
6479,Manial,2,9.7
6480,Heliopolis,1,8.5
6481,Ain Shams,1,3.2
6482,Maadi,3,7.5
6483,Rehab,1,2.4
6484,Downtown,2,8.2
6485,Rehab,1,0.5
6486,Agouza,3,8.1
6487,Nasr City,4,6.8
6488,Zamalek,5,2.6
6489,6th of October,5,5.8
6490,6th of October,2,7.1
6491,Downtown,5,8.1
6492,Ain Shams,5,5.3
6493,Mohandessin,4,5.6
6494,Manial,3,3.5
6495,Madinaty,1,2.9
6496,Zamalek,5,4.2
6497,Sheikh Zayed,2,8.0
6498,Mohandessin,3,9.8
6499,Zamalek,2,8.1
6500,Zamalek,1,9.0
6501,Maadi,2,2.7
6502,5th Settlement,5,3.6
6503,Dokki,1,4.1
6504,6th of October,2,4.7
6505,Helwan,4,9.7
6506,Garden City,3,2.6
6507,Downtown,4,8.7
6508,Shubra,3,5.3
6509,Ain Shams,1,9.8
6510,Rehab,2,7.5
6511,Garden City,3,5.9
6512,5th Settlement,5,8.9
6513,6th of October,2,2.0
6514,Garden City,4,3.2
6515,6th of October,4,9.2
6516,5th Settlement,1,9.2
6517,Maadi,4,3.4
6518,New Cairo,1,8.2
6519,Rehab,5,4.0
6520,Zamalek,3,3.4
6521,Dokki,2,9.6
6522,Nasr City,5,5.7
6523,Giza,3,0.4
6524,Madinaty,3,1.2
6525,Manial,1,7.3
6526,Heliopolis,1,8.9
6527,Rehab,5,10.0
6528,Heliopolis,5,9.4
6529,Nasr City,2,9.9
6530,6th of October,4,3.4
6531,Maadi,2,6.9
6532,Nasr City,4,1.8
6533,Helwan,2,7.2
6534,New Cairo,1,3.2
6535,Nasr City,1,6.9
6536,Dokki,4,6.7
6537,Agouza,3,9.0
6538,Maadi,1,8.7
6539,Ain Shams,1,1.7
6540,Heliopolis,3,0.9
6541,Dokki,3,2.2
6542,Agouza,3,9.7
6543,Manial,3,4.5
6544,6th of October,1,0.4
6545,Madinaty,1,9.6
6546,Mohandessin,2,7.7
6547,5th Settlement,1,4.7
6548,Agouza,3,9.3
6549,Garden City,1,6.5
6550,Shubra,3,0.6
6551,Manial,2,9.6
6552,Nasr City,2,9.7
6553,Agouza,1,6.9
6554,Helwan,2,0.1
6555,Mohandessin,4,9.4
6556,Manial,3,0.6
6557,5th Settlement,3,0.7
6558,Heliopolis,2,6.3
6559,Giza,5,9.9
6560,Dokki,5,6.2
6561,Garden City,3,3.7
6562,Giza,2,6.9
6563,Shubra,1,0.6
6564,Ain Shams,4,0.4
6565,Agouza,1,5.7
6566,Shubra,5,6.5
6567,5th Settlement,1,4.3
6568,Shubra,4,0.8
6569,Maadi,2,4.8
6570,Sheikh Zayed,3,10.0
6571,Downtown,2,7.0
6572,Agouza,3,6.7
6573,Helwan,2,3.1
6574,Shubra,4,0.3
6575,Dokki,3,4.6
6576,Mohandessin,2,3.3
6577,Nasr City,1,6.4
6578,Shubra,3,5.0
6579,Shubra,2,2.6
6580,Rehab,5,2.9
6581,Agouza,1,2.6
6582,Agouza,2,6.3
6583,Garden City,3,2.3
6584,Heliopolis,1,3.4
6585,Maadi,5,0.3
6586,Ain Shams,1,0.5
6587,Nasr City,5,3.6
6588,Ain Shams,5,5.6
6589,Nasr City,2,2.6
6590,Heliopolis,1,8.9
6591,Rehab,2,3.9
6592,Manial,1,8.0
6593,Giza,4,2.9
6594,Agouza,5,3.4
6595,5th Settlement,4,7.9
6596,Agouza,2,3.3
6597,Agouza,5,1.0
6598,6th of October,2,7.7
6599,Garden City,2,4.0
6600,Dokki,1,4.2
6601,Downtown,4,8.9
6602,Sheikh Zayed,2,3.8
6603,Rehab,4,0.9
6604,Manial,2,8.9
6605,Rehab,1,0.1
6606,Helwan,2,1.0
6607,5th Settlement,1,2.3
6608,Ain Shams,2,1.9
6609,Manial,2,1.1
6610,Sheikh Zayed,1,0.8
6611,Madinaty,1,5.3
6612,Agouza,1,6.9
6613,Heliopolis,5,4.4
6614,5th Settlement,3,4.4
6615,5th Settlement,1,3.4
6616,Giza,5,7.3
6617,Madinaty,2,7.5
6618,Heliopolis,4,7.1
6619,Maadi,1,5.6
6620,Giza,2,7.5
6621,Manial,2,4.8
6622,Shubra,5,0.8
6623,Sheikh Zayed,5,9.4
6624,Dokki,5,4.8
6625,6th of October,1,2.8
6626,Sheikh Zayed,2,6.6
6627,Madinaty,2,1.8
6628,Dokki,5,0.1
6629,6th of October,5,2.2
6630,Garden City,2,1.4
6631,Downtown,1,6.7
6632,New Cairo,3,2.6
6633,New Cairo,2,4.9
6634,Sheikh Zayed,1,7.3
6635,Helwan,5,0.8
6636,Mohandessin,1,6.1
6637,Nasr City,2,6.8
6638,Mohandessin,1,0.5
6639,Downtown,2,2.8
6640,Downtown,4,8.5
6641,Downtown,1,5.0
6642,Mohandessin,1,2.5
6643,Downtown,5,9.0
6644,Giza,1,1.0
6645,Shubra,2,4.1
6646,Maadi,3,0.1
6647,Manial,2,7.2
6648,Rehab,4,9.4
6649,Shubra,5,4.7
6650,5th Settlement,2,1.0
6651,Zamalek,1,1.4
6652,Manial,1,6.6
6653,Zamalek,4,4.2
6654,Manial,1,3.1
6655,Dokki,5,8.6
6656,Sheikh Zayed,2,7.5
6657,Nasr City,3,1.3
6658,5th Settlement,3,2.6
6659,Shubra,4,0.8
6660,Agouza,1,1.7
6661,Mohandessin,1,8.0
6662,Nasr City,5,4.3
6663,Shubra,5,0.7
6664,Ain Shams,4,8.9
6665,Maadi,4,4.7
6666,Shubra,2,2.4
6667,Sheikh Zayed,4,0.9
6668,Maadi,3,3.7
6669,New Cairo,3,5.9
6670,Rehab,4,6.6
6671,Mohandessin,3,4.0
6672,Mohandessin,2,6.1
6673,Helwan,1,5.7
6674,Manial,4,3.1
6675,Mohandessin,2,1.8
6676,Shubra,2,8.5
6677,Heliopolis,1,4.4
6678,Downtown,3,3.0
6679,Ain Shams,2,2.2
6680,Giza,5,9.2
6681,New Cairo,2,7.0
6682,Sheikh Zayed,5,1.1
6683,Maadi,5,6.4
6684,Manial,5,7.4
6685,Manial,4,1.1
6686,Garden City,3,1.6
6687,Zamalek,5,9.1
6688,Shubra,3,5.8
6689,5th Settlement,3,2.3
6690,Downtown,3,8.1
6691,Dokki,3,9.5
6692,Helwan,5,6.7
6693,Garden City,3,2.4
6694,Maadi,2,9.5
6695,Helwan,5,0.9
6696,Nasr City,3,5.0
6697,New Cairo,3,9.8
6698,Shubra,5,8.6
6699,Madinaty,3,6.8
6700,Shubra,5,8.0
6701,New Cairo,3,7.1
6702,Helwan,2,9.5
6703,Agouza,4,4.4
6704,New Cairo,4,9.9
6705,Manial,5,3.9
6706,Zamalek,4,3.9
6707,New Cairo,2,2.2
6708,Giza,3,0.9
6709,5th Settlement,1,3.8
6710,Manial,3,5.8
6711,Giza,2,5.1
6712,Manial,2,7.6
6713,Helwan,5,3.3
6714,6th of October,4,3.9
6715,Garden City,1,1.9
6716,New Cairo,2,4.6
6717,Agouza,1,2.5
6718,Shubra,1,2.7
6719,6th of October,1,9.3
6720,New Cairo,5,10.0
6721,Garden City,2,5.9
6722,Heliopolis,3,9.4
6723,6th of October,2,7.8
6724,Maadi,4,7.2
6725,Garden City,4,5.7
6726,Nasr City,1,2.3
6727,Heliopolis,4,5.4
6728,Helwan,2,9.4
6729,Heliopolis,1,1.5
6730,5th Settlement,4,3.7
6731,5th Settlement,3,1.0
6732,Mohandessin,3,3.3
6733,New Cairo,2,8.2
6734,Sheikh Zayed,4,4.4
6735,Madinaty,1,2.7
6736,Mohandessin,2,1.2
6737,Nasr City,5,8.7
6738,Giza,2,4.2
6739,Rehab,4,2.3
6740,Agouza,4,4.6
6741,Giza,4,4.1
6742,Rehab,1,2.0
6743,Maadi,1,1.2
6744,Helwan,2,9.3
6745,5th Settlement,1,8.2
6746,Helwan,3,0.3
6747,Maadi,1,6.5
6748,Downtown,4,0.4
6749,Dokki,2,8.6
6750,Dokki,3,0.8
6751,Mohandessin,1,4.7
6752,Manial,3,4.3
6753,Agouza,1,2.3
6754,Mohandessin,4,7.7
6755,Zamalek,4,5.3
6756,Maadi,2,9.9
6757,Shubra,5,1.3
6758,Downtown,5,3.5
6759,Dokki,1,7.8
6760,Dokki,5,6.0
6761,Madinaty,2,7.3
6762,Helwan,5,3.5
6763,Mohandessin,2,3.6
6764,Downtown,4,1.6
6765,Manial,2,2.3
6766,Manial,5,8.9
6767,6th of October,3,1.8
6768,Garden City,3,8.5
6769,Garden City,4,2.3
6770,Sheikh Zayed,3,4.3
6771,Madinaty,4,9.7
6772,Maadi,5,1.0
6773,Maadi,5,9.8
6774,Manial,4,2.0
6775,Heliopolis,5,7.9
6776,Mohandessin,4,8.1
6777,Nasr City,4,0.5
6778,Shubra,1,1.3
6779,5th Settlement,2,3.6
6780,5th Settlement,5,8.9
6781,Dokki,1,6.4
6782,Madinaty,4,9.6
6783,New Cairo,5,9.2
6784,Shubra,4,8.6
6785,Rehab,3,2.1
6786,Mohandessin,2,1.4
6787,Downtown,2,9.8
6788,Sheikh Zayed,1,9.5
6789,Manial,3,6.4
6790,Downtown,3,2.6
6791,Agouza,2,5.6
6792,Dokki,2,7.2
6793,Helwan,4,7.4
6794,Dokki,5,0.7
6795,Giza,2,9.9
6796,Maadi,4,3.8
6797,Madinaty,2,2.5
6798,Heliopolis,5,0.8
6799,Shubra,4,0.6
6800,Garden City,1,2.8
6801,Giza,2,4.9
6802,6th of October,1,8.6
6803,Giza,2,6.6
6804,Zamalek,2,0.2
6805,Dokki,4,7.8
6806,Sheikh Zayed,3,6.6
6807,Garden City,5,6.7
6808,Madinaty,3,8.3
6809,Giza,3,3.9
6810,Maadi,3,7.9
6811,Agouza,1,3.3
6812,Zamalek,3,8.0
6813,New Cairo,1,1.0
6814,Giza,3,0.9
6815,Nasr City,5,4.3
6816,Zamalek,5,9.3
6817,Agouza,2,7.2
6818,Rehab,5,6.0
6819,Dokki,1,5.0
6820,Nasr City,2,4.8
6821,Dokki,4,0.3
6822,Nasr City,1,9.8
6823,Madinaty,1,6.3
6824,Zamalek,2,1.4
6825,Mohandessin,5,3.1
6826,Ain Shams,5,2.5
6827,5th Settlement,5,4.1
6828,Shubra,1,6.5
6829,Sheikh Zayed,4,5.7
6830,Dokki,4,2.2
6831,Madinaty,2,5.0
6832,Manial,2,0.9
6833,Shubra,1,1.4
6834,Giza,5,4.7
6835,5th Settlement,5,9.6
6836,5th Settlement,4,4.8
6837,Mohandessin,5,3.6
6838,6th of October,2,9.0
6839,Zamalek,4,1.2
6840,Mohandessin,1,3.4
6841,Agouza,3,9.5
6842,Heliopolis,2,1.9
6843,Heliopolis,5,0.6
6844,Nasr City,3,0.8
6845,Shubra,3,4.9
6846,Agouza,4,9.9
6847,6th of October,4,8.0
6848,Maadi,1,0.2
6849,5th Settlement,4,1.5
6850,6th of October,5,4.0
6851,Ain Shams,4,6.7
6852,Agouza,4,4.1
6853,6th of October,1,6.0
6854,Mohandessin,4,4.3
6855,Ain Shams,1,8.9
6856,Giza,1,2.6
6857,Garden City,3,0.3
6858,Garden City,4,3.2
6859,Agouza,4,2.1
6860,Agouza,4,9.8
6861,Rehab,4,6.2
6862,Agouza,3,0.9
6863,Shubra,2,1.5
6864,Maadi,3,3.3
6865,Nasr City,2,6.0
6866,Heliopolis,2,3.7
6867,Rehab,4,5.3
6868,Ain Shams,3,6.8
6869,Zamalek,3,2.4
6870,Sheikh Zayed,5,6.2
6871,Agouza,3,8.5
6872,Helwan,3,6.2
6873,Ain Shams,2,4.2
6874,Giza,3,3.1
6875,6th of October,2,8.8
6876,New Cairo,1,3.1
6877,6th of October,5,7.9
6878,Agouza,5,1.3
6879,Manial,2,5.9
6880,New Cairo,3,8.4
6881,6th of October,2,5.8
6882,New Cairo,4,5.8
6883,Sheikh Zayed,5,2.7
6884,Garden City,1,1.8
6885,Sheikh Zayed,4,6.0
6886,Madinaty,2,1.4
6887,5th Settlement,5,9.9
6888,New Cairo,1,5.9
6889,Heliopolis,1,2.6
6890,Agouza,4,10.0
6891,Dokki,1,1.4
6892,Maadi,4,8.6
6893,Sheikh Zayed,3,3.3
6894,Ain Shams,3,2.0
6895,Agouza,2,3.4
6896,Downtown,1,8.6
6897,Maadi,3,2.5
6898,Ain Shams,3,2.9
6899,Zamalek,2,3.9
6900,Garden City,5,7.3
6901,Nasr City,2,0.6
6902,Helwan,1,9.0
6903,Heliopolis,2,1.4
6904,Rehab,3,7.4
6905,Helwan,5,8.6
6906,Shubra,2,7.1
6907,Giza,4,3.4
6908,5th Settlement,4,9.6
6909,Zamalek,5,9.7
6910,Zamalek,3,6.1
6911,5th Settlement,3,7.1
6912,Giza,4,2.0
6913,Zamalek,1,3.9
6914,5th Settlement,5,2.3
6915,Mohandessin,3,3.8
6916,Mohandessin,4,8.9
6917,Downtown,1,1.7
6918,Mohandessin,3,8.6
6919,Dokki,3,4.6
6920,Heliopolis,1,4.1
6921,Rehab,5,3.1
6922,Shubra,5,4.2
6923,Maadi,5,8.3
6924,Giza,2,7.9
6925,New Cairo,4,5.7
6926,Maadi,2,7.6
6927,Zamalek,4,8.9
6928,6th of October,1,4.4
6929,Mohandessin,1,4.7
6930,Giza,1,3.1
6931,5th Settlement,3,1.6
6932,Dokki,2,9.5
6933,Manial,3,8.2
6934,Giza,2,4.3
6935,Giza,2,4.5
6936,Downtown,5,2.1
6937,Manial,2,9.9
6938,Nasr City,2,0.2
6939,Agouza,1,3.4
6940,Nasr City,2,2.2
6941,Mohandessin,3,0.3
6942,Rehab,1,4.1
6943,Heliopolis,4,7.4
6944,Helwan,1,7.9
6945,Ain Shams,2,4.4
6946,Manial,5,7.8
6947,Giza,2,3.5
6948,Maadi,2,9.0
6949,Helwan,2,2.9
6950,Dokki,2,0.7
6951,5th Settlement,3,7.4
6952,Dokki,2,8.2
6953,New Cairo,2,0.4
6954,5th Settlement,3,0.6
6955,Agouza,1,4.6
6956,Dokki,2,1.0
6957,Downtown,3,6.7
6958,Helwan,1,0.6
6959,Ain Shams,3,4.4
6960,5th Settlement,4,6.6
6961,Heliopolis,4,7.3
6962,Madinaty,3,6.5
6963,Ain Shams,1,8.3
6964,Manial,2,6.3
6965,Maadi,4,9.3
6966,5th Settlement,2,3.7
6967,Rehab,2,5.4
6968,Madinaty,2,7.9
6969,Zamalek,2,3.5
6970,Manial,1,1.6
6971,Agouza,3,8.0
6972,5th Settlement,3,3.9
6973,Sheikh Zayed,2,7.2
6974,Madinaty,2,9.5
6975,Rehab,5,6.3
6976,Zamalek,2,7.7
6977,Zamalek,1,1.1
6978,Heliopolis,5,9.8
